     Enzyme Name to Reaction Mapping Report
     ======================================

 This report describes the results of using the gene product
 EC numbers, GO terms, and enzyme names in your input file(s) to assign
 enzymes to reaction activities.

 When a protein function name (i.e., one of the gene product name strings from your
 input file) matches an entry in the reference database (e.g., MetaCyc), there are two 
 possibilities:

 - It is an unambiguous match, for which the corresponding Enzymatic-Reaction
   connection has been created automatically (in all other cases,
   no connection is created, and the decision is left to the user).

 - It is an ambiguous match, meaning that more than one biochemical
   reaction has been identified using that enzyme name from the
   different sources that went into building our name mapping database.
   These cases should be examined by the user to resolve
   the ambiguities, and to create the Enzymatic-Reaction connections.

 When the function name does not match anything in the mapping database,
 the user should try to perform selected substring searches, to potentially
 find correspondences that the automatic string matching missed.
 The non-matches that appear to be probable enzymes are identified in this 
 report to aid the user in refining their input file for a subsequent run.

 Please see the PathoLogic documentation for more information on how to 
 refine your input file to achieve a higher number of matches.
 

 Summary:
 -------

Number of polypeptides assigned to reactions by EC number, enzyme name, and/or GO term: 1139
Ambiguous enzyme matches: 252

No EC#, GO Term, or Function-Name Matches: Total (polypeptides): 6063
   -probable metabolic enzymes: 497



Unambiguous reaction assignments: (1139 cases)
---------------------------------------------
EG50003-MONOMER                         Name Match     acyl carrier protein                                RXN-17155
G18UT-22455-MONOMER    SVEN_7287        Name Match     poly (3-hydroxybutyrate) depolymerase               3.1.1.75-RXN
G18UT-22451-MONOMER    SVEN_7283        Name Match     Alkyl hydroperoxide reductase                       R4-RXN
G18UT-22445-MONOMER    SVEN_7277        Name Match     Peptidoglycan N-acetylglucosamine deacetylase       RXN-11290
G18UT-22423-MONOMER    SVEN_7255        Name Match     Methylenetetrahydrofolate dehydrogenase             METHYLENETHFDEHYDROG-NADP-RXN
G18UT-22422-MONOMER    SVEN_7254        Name Match     Catalase                                            CATAL-RXN, RXN-14189, RXN66-1
G18UT-22406-MONOMER    SVEN_7238        Name Match     Alkyldihydroxyacetonephosphate synthase             ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN
G18UT-22397-MONOMER    SVEN_7229        Name Match     Alkyldihydroxyacetonephosphate synthase             ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN
G18UT-22393-MONOMER    SVEN_7225        Name Match     acyl-CoA dehydrogenase, short-chain specific        BUTYRYL-COA-DEHYDROGENASE-RXN
G18UT-22392-MONOMER    SVEN_7224        Name Match     Long-chain-fatty-acid--CoA ligase                   ACYLCOASYN-RXN, LINOLENOYL-RXN, R223-RXN, RXN-12184, RXN-12978, RXN-13290, RXN-13614, RXN-16380, RXN-16389, RXN-16393, RXN-16401, RXN-16402, RXN-16415, RXN-16418, RXN-7904, RXN-9623, RXN-9644, RXN-9673, RXN66-469, RXN66-477, RXN66-480, RXN66-483, RXN66-484
G18UT-22368-MONOMER    SVEN_7200        Name Match     Undecaprenyl- phosphategalactosephosphotransferase  2.7.8.6-RXN
G18UT-22363-MONOMER    SVEN_7195        Name Match     Asparagine synthetase                               ASNSYNA-RXN, ASNSYNB-RXN, RXN-11338
G18UT-22362-MONOMER    SVEN_7194        Name Match     Myo-inositol 2-dehydrogenase                        MYO-INOSITOL-2-DEHYDROGENASE-RXN
G18UT-22356-MONOMER    SVEN_7188        Name Match     Glucose-1-phosphate cytidylyltransferase            2.7.7.33-RXN
G18UT-22354-MONOMER    SVEN_7186        Name Match     UDP-glucose 4-epimerase                             UDPGLUCEPIM-RXN
G18UT-22349-MONOMER    SVEN_7181        Name Match     dTDP-4-dehydrorhamnose 3,5-epimerase                DTDPDEHYDRHAMEPIM-RXN
G18UT-22348-MONOMER    SVEN_7180        Name Match     Glutamate-1-semialdehyde aminotransferase           GSAAMINOTRANS-RXN
G18UT-22315-MONOMER    SVEN_7147        Name Match     alkyl sulfatase                                     RXN-15761
G18UT-22312-MONOMER    SVEN_7144        Name Match     4-hydroxyproline epimerase                          4-HYDROXYPROLINE-EPIMERASE-RXN
G18UT-22311-MONOMER    SVEN_7143        Name Match     1-pyrroline-4-hydroxy-2-carboxylate deaminase       3.5.4.22-RXN
G18UT-22308-MONOMER    SVEN_7140        Name Match     D-amino-acid oxidase                                D-AMINO-ACID-OXIDASE-RXN, RXN-8163
G18UT-22302-MONOMER    SVEN_7134        Name Match     Ornithine cyclodeaminase                            ORNITHINE-CYCLODEAMINASE-RXN
G18UT-22301-MONOMER    SVEN_7133        Name Match     Proline racemase                                    PROLINE-RACEMASE-RXN
G18UT-22283-MONOMER    SVEN_7115        Name Match     endochitinase                                       3.2.1.14-RXN
G18UT-22271-MONOMER    SVEN_7103        Name Match     Agmatine deiminase                                  AGMATINE-DEIMINASE-RXN
G18UT-22265-MONOMER    SVEN_7097        Name Match     Agmatine deiminase                                  AGMATINE-DEIMINASE-RXN
G18UT-22262-MONOMER    SVEN_7094        Name Match     Agmatine deiminase                                  AGMATINE-DEIMINASE-RXN
G18UT-22260-MONOMER    SVEN_7092        Name Match     beta-lactamase                                      BETA-LACTAMASE-RXN
G18UT-22250-MONOMER    SVEN_7082        Name Match     Cytosine deaminase                                  CYTDEAM-RXN, RXN-14129, RXN-14197
G18UT-22248-MONOMER    SVEN_7080        Name Match     Endo-1,4-beta-xylanase                              3.2.1.8-RXN
G18UT-22239-MONOMER    SVEN_7071        Name Match     N-acetyl-gamma-glutamyl-phosphate reductase         N-ACETYLGLUTPREDUCT-RXN, RXN-15006
G18UT-22237-MONOMER    SVEN_7069        Name Match     acetylglutamate kinase                              ACETYLGLUTKIN-RXN, RXN-15005
G18UT-22236-MONOMER    SVEN_7068        Name Match     acetylornithine aminotransferase                    ACETYLORNTRANSAM-RXN, RXN-15007
G18UT-22213-MONOMER    SVEN_7045        Name Match     Branched-chain amino acid aminotransferase          BRANCHED-CHAINAMINOTRANSFERILEU-RXN, BRANCHED-CHAINAMINOTRANSFERLEU-RXN, BRANCHED-CHAINAMINOTRANSFERVAL-RXN
G18UT-22208-MONOMER    SVEN_7040        Name Match     Branched-chain amino acid aminotransferase          BRANCHED-CHAINAMINOTRANSFERILEU-RXN, BRANCHED-CHAINAMINOTRANSFERLEU-RXN, BRANCHED-CHAINAMINOTRANSFERVAL-RXN
G18UT-22201-MONOMER    SVEN_7033        Name Match     Branched-chain amino acid aminotransferase          BRANCHED-CHAINAMINOTRANSFERILEU-RXN, BRANCHED-CHAINAMINOTRANSFERLEU-RXN, BRANCHED-CHAINAMINOTRANSFERVAL-RXN
G18UT-22200-MONOMER    SVEN_7032        Name Match     Holo-[acyl-carrier protein] synthase                ENTDB-RXN, HOLO-ACP-SYNTH-RXN, RXN-10994, RXN-15889, RXN-16759
G18UT-22148-MONOMER    SVEN_6980        Name Match     acyl-CoA dehydrogenase, short-chain specific        BUTYRYL-COA-DEHYDROGENASE-RXN
G18UT-22147-MONOMER    SVEN_6979        Name Match     acyl-CoA dehydrogenase                              ACYLCOADEHYDROG-RXN
G18UT-22144-MONOMER    SVEN_6976        Name Match     Thioredoxin reductase                               THIOREDOXIN-REDUCT-NADPH-RXN
G18UT-22141-MONOMER    SVEN_6973        Name Match     Glucosamine-6-phosphate deaminase                   GLUCOSAMINE-6-P-DEAMIN-RXN
G18UT-22139-MONOMER    SVEN_6971        Name Match     prolyl aminopeptidase                               3.4.11.5-RXN
G18UT-22138-MONOMER    SVEN_6970        Name Match     Endoglucanase                                       RXN-2043
G18UT-22133-MONOMER    SVEN_6965        Name Match     NAD synthetase                                      NAD-SYNTH-GLN-RXN, NAD-SYNTH-NH3-RXN
G18UT-22127-MONOMER    SVEN_6959        Name Match     Deoxyribodipyrimidine photolyase                    DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
G18UT-22116-MONOMER    SVEN_6948        Name Match     Pentachlorophenol monooxygenase                     PCP4MONO-RXN, RXN-8670
G18UT-22113-MONOMER    SVEN_6945        Name Match     4-phosphopantetheinyl transferase                   HOLO-ACP-SYNTH-RXN
G18UT-22112-MONOMER    SVEN_6944        Name Match     Holo-[acyl-carrier protein] synthase                ENTDB-RXN, HOLO-ACP-SYNTH-RXN, RXN-10994, RXN-15889, RXN-16759
G18UT-22091-MONOMER    SVEN_6923        Name Match     Non-heme chloroperoxidase                           CHLORIDE-PEROXIDASE-RXN
G18UT-22078-MONOMER    SVEN_6910        Name Match     Isochorismatase                                     ISOCHORMAT-RXN
G18UT-22073-MONOMER    SVEN_6905        Name Match     Endo-1,4-beta-xylanase                              3.2.1.8-RXN
G18UT-22070-MONOMER    SVEN_6902        Name Match     mannan endo-1,4-beta-mannosidase                    3.2.1.78-RXN
G18UT-22065-MONOMER    SVEN_6897        Name Match     Beta-mannosidase                                    3.2.1.25-RXN
G18UT-22062-MONOMER    SVEN_6894        Name Match     Endo-1,4-beta-xylanase                              3.2.1.8-RXN
G18UT-22061-MONOMER    SVEN_6893        Name Match     Mannose-6-phosphate isomerase                       MANNPISOM-RXN
G18UT-22043-MONOMER    SVEN_6875        Name Match     Dienelactone hydrolase                              CARBOXYMETHYLENEBUTENOLIDASE-RXN, RXN-9868
G18UT-22041-MONOMER    SVEN_6873        Name Match     ADP-ribosylglycohydrolase                           3.2.2.24-RXN
G18UT-22038-MONOMER    SVEN_6870        Name Match     Glutamate--cysteine ligase                          GLUTCYSLIG-RXN
G18UT-22034-MONOMER    SVEN_6866        Name Match     1-acyl-sn-glycerol-3-phosphate acyltransferase      1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN, RXN-15043, RXN-16025, RXN-16032, RXN-16066, RXN-16067, RXN-16076, RXN-16077, RXN-16118, RXN-1623, RXN-17008, RXN-17009, RXN-17010, RXN-17011, RXN-17012, RXN-17013, RXN-17014, RXN-17015, RXN-17019, RXN-17020, RXN-17021, RXN-17022, RXN-17023, RXN-17024, RXN0-5514, RXN0-6705
G18UT-22028-MONOMER    SVEN_6860        Name Match     UDP-glucose:sterol glucosyltransferase              RXN-12123, RXN-12125, RXN-12126, RXN-12127, RXN-12128, RXN-16975, STEROL-GLUCOSYLTRANSFERASE-RXN
G18UT-22008-MONOMER    SVEN_6840        Name Match     Excinuclease ABC                                    RXN0-2621
G18UT-22007-MONOMER    SVEN_6839        Name Match     Tyrosinase                                          MONOPHENOL-MONOOXYGENASE-RXN
G18UT-22005-MONOMER    SVEN_6837        Name Match     Succinate dehydrogenase iron-sulfur protein         SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
G18UT-22004-MONOMER    SVEN_6836        Name Match     Succinate dehydrogenase                             RXN-14971, RXN-15378, SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
G18UT-22003-MONOMER    SVEN_6835        Name Match     Succinate dehydrogenase                             RXN-14971, RXN-15378, SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
G18UT-21982-MONOMER    SVEN_6814        Name Match     Formamidopyrimidine-DNA glycosylase                 3.2.2.23-RXN
G18UT-21962-MONOMER    SVEN_6794        Name Match     acyl carrier protein                                RXN-17155
G18UT-21943-MONOMER    SVEN_6775        Name Match     Glutamate-1-semialdehyde aminotransferase           GSAAMINOTRANS-RXN
G18UT-21942-MONOMER    SVEN_6774        Name Match     Long-chain-fatty-acid--CoA ligase                   ACYLCOASYN-RXN, LINOLENOYL-RXN, R223-RXN, RXN-12184, RXN-12978, RXN-13290, RXN-13614, RXN-16380, RXN-16389, RXN-16393, RXN-16401, RXN-16402, RXN-16415, RXN-16418, RXN-7904, RXN-9623, RXN-9644, RXN-9673, RXN66-469, RXN66-477, RXN66-480, RXN66-483, RXN66-484
G18UT-21941-MONOMER    SVEN_6773        Name Match     Long-chain-fatty-acid--CoA ligase                   ACYLCOASYN-RXN, LINOLENOYL-RXN, R223-RXN, RXN-12184, RXN-12978, RXN-13290, RXN-13614, RXN-16380, RXN-16389, RXN-16393, RXN-16401, RXN-16402, RXN-16415, RXN-16418, RXN-7904, RXN-9623, RXN-9644, RXN-9673, RXN66-469, RXN66-477, RXN66-480, RXN66-483, RXN66-484
G18UT-21940-MONOMER    SVEN_6772        Name Match     3-oxoacyl-[acyl-carrier protein] reductase          2.3.1.41-RXN, 3-OXOACYL-ACP-REDUCT-RXN, PYRIDOXAL-4-DEHYDROGENASE-RXN, RXN-10060, RXN-10655, RXN-10659, RXN-11476, RXN-11480, RXN-12994, RXN-13008, RXN-13443, RXN-16616, RXN-16622, RXN-16626, RXN-16630, RXN-9514, RXN-9518, RXN-9524, RXN-9528, RXN-9532, RXN-9536, RXN-9540, RXN-9552, RXN-9556, RXN-9633, RXN0-2142, RXN1G-157, RXN1G-349, RXN1G-469, RXN1G-508
G18UT-21938-MONOMER    SVEN_6770        Name Match     aminoglycoside phosphotransferase                   KANAMYCIN-KINASE-RXN
G18UT-21928-MONOMER    SVEN_6760        Name Match     FMN reductase                                       FMNREDUCT-RXN, NADPH-DEHYDROGENASE-FLAVIN-RXN, RXN-12444
G18UT-21927-MONOMER    SVEN_6759        Name Match     Alpha-ketoglutarate-dependent taurine dioxygenase   RXN0-299
G18UT-21926-MONOMER    SVEN_6758        Name Match     Sulfatase modifying factor 1                        RXN-16226
G18UT-21915-MONOMER    SVEN_6747        Name Match     cellulase                                           RXN-2043
G18UT-21914-MONOMER    SVEN_6746        Name Match     Endo-1,4-beta-xylanase                              3.2.1.8-RXN
G18UT-21912-MONOMER    SVEN_6744        Name Match     Alpha-L-arabinofuranosidase                         3.2.1.55-RXN
G18UT-21908-MONOMER    SVEN_6740        Name Match     Endo-1,4-beta-xylanase                              3.2.1.8-RXN
G18UT-21901-MONOMER    SVEN_6733        Name Match     Beta-xylosidase                                     3.2.1.37-RXN
G18UT-21899-MONOMER    SVEN_6731        Name Match     Endo-1,4-beta-xylanase                              3.2.1.8-RXN
G18UT-21898-MONOMER    SVEN_6730        Name Match     L-ribulose-5-phosphate 4-epimerase                  RIBULPEPIM-RXN
G18UT-21897-MONOMER    SVEN_6729        Name Match     L-arabinose isomerase                               ARABISOM-RXN
G18UT-21896-MONOMER    SVEN_6728        Name Match     Ribulokinase                                        RIBULOKIN-RXN, RXN0-5116
G18UT-21891-MONOMER    SVEN_6723        Name Match     Aldose 1-epimerase                                  ALDOSE-1-EPIMERASE-RXN, ALDOSE1EPIM-RXN
G18UT-21889-MONOMER    SVEN_6721        Name Match     Aldose 1-epimerase                                  ALDOSE-1-EPIMERASE-RXN, ALDOSE1EPIM-RXN
G18UT-21881-MONOMER    SVEN_6713        Name Match     Endoglucanase 1                                     RXN-2043
G18UT-21880-MONOMER    SVEN_6712        Name Match     Cellulase                                           RXN-2043
G18UT-21860-MONOMER    SVEN_6692        Name Match     Uracil-DNA glycosylase                              RXN0-2584
G18UT-21858-MONOMER    SVEN_6690        Name Match     Nicotinamidase                                      NICOTINAMID-RXN
G18UT-21848-MONOMER    SVEN_6680        Name Match     cytochrome P450 monooxygenase                       UNSPECIFIC-MONOOXYGENASE-RXN
G18UT-21843-MONOMER    SVEN_6675        Name Match     N-acyl-L-amino acid amidohydrolase                  AMINOACYLASE-RXN, RXN-13684
G18UT-21830-MONOMER    SVEN_6662        Name Match     2-dehydropantoate 2-reductase                       2-DEHYDROPANTOATE-REDUCT-RXN
G18UT-21827-MONOMER    SVEN_6659        Name Match     Xylulose kinase                                     XYLULOKIN-RXN
G18UT-21826-MONOMER    SVEN_6658        Name Match     Xylose isomerase                                    GLUCISOM-RXN, XYLISOM-RXN
G18UT-21824-MONOMER    SVEN_6656        Name Match     L-rhamnose mutarotase                               RXN0-5306
G18UT-21823-MONOMER    SVEN_6655        Name Match     L-rhamnose isomerase                                RHAMNISOM-RXN
G18UT-21820-MONOMER    SVEN_6652        Name Match     Rhamnulokinase                                      RHAMNULOKIN-RXN
G18UT-21811-MONOMER    SVEN_6643        Name Match     arabinogalactan endo-1,4-beta-galactosidase         3.2.1.89-RXN
G18UT-21810-MONOMER    SVEN_6642        Name Match     Gluconolactonase                                    GLUCONOLACT-RXN, RXN-8783
G18UT-21800-MONOMER    SVEN_6632        Name Match     glycoside hydrolase                                 RXN-2043, RXN0-5395
G18UT-21797-MONOMER    SVEN_6629        Name Match     Alpha-xylosidase                                    RXN-12402, RXN0-5001
G18UT-21795-MONOMER    SVEN_6627        Name Match     Dihydrodipicolinate synthase                        DIHYDRODIPICSYN-RXN
G18UT-21789-MONOMER    SVEN_6621        Name Match     xylanase                                            3.2.1.8-RXN
G18UT-21787-MONOMER    SVEN_6619        Name Match     rhamnogalacturonan acetylesterase                   RXN-12097, RXN-12098
G18UT-21786-MONOMER    SVEN_6618        Name Match     pectate lyase                                       4.2.2.2-RXN
G18UT-21785-MONOMER    SVEN_6617        Name Match     putative secreted pectinesterase                    RXN-2102
G18UT-21774-MONOMER    SVEN_6606        Name Match     rhamnogalacturonan acetylesterase                   RXN-12097, RXN-12098
G18UT-21768-MONOMER    SVEN_6600        Name Match     Alpha-N-arabinofuranosidase                         3.2.1.55-RXN
G18UT-21766-MONOMER    SVEN_6598        Name Match     endo-1,4-beta-glucanase                             RXN-2043
G18UT-21765-MONOMER    SVEN_6597        Name Match     endo-1,4-beta-glucanase                             RXN-2043
G18UT-21764-MONOMER    SVEN_6596        Name Match     Chitinase                                           3.2.1.14-RXN, RXN-12554, RXN-12623, RXN-12624, RXN0-4082
G18UT-21763-MONOMER    SVEN_6595        Name Match     Chitinase                                           3.2.1.14-RXN, RXN-12554, RXN-12623, RXN-12624, RXN0-4082
G18UT-21754-MONOMER    SVEN_6586        Name Match     Glycerophosphoryl diester phosphodiesterase         GLYCPDIESTER-RXN, RXN-14073, RXN-14136, RXN-14160
G18UT-21753-MONOMER    SVEN_6585        Name Match     Guanosine-3,5-bis(Diphosphate) 3-pyrophosphohydrolase  PPGPPSYN-RXN
G18UT-21746-MONOMER    SVEN_6578        Name Match     Methylmalonyl-CoA mutase                            METHYLMALONYL-COA-MUT-RXN
G18UT-21745-MONOMER    SVEN_6577        Name Match     Methylmalonyl-CoA mutase                            METHYLMALONYL-COA-MUT-RXN
G18UT-21742-MONOMER    SVEN_6574        Name Match     3-hydroxyisobutyrate dehydrogenase                  3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
G18UT-21737-MONOMER    SVEN_6569        Name Match     carboxylesterase                                    3.1.1.64-RXN, CARBOXYLESTERASE-RXN, RETINYL-PALMITATE-ESTERASE-RXN, RXN-10711, RXN-10767, RXN-12252, RXN-12575, RXNQT-4366
G18UT-21734-MONOMER    SVEN_6566        Name Match     Alkylated DNA repair protein                        RXN-12353, RXN0-984, RXN0-985, RXN0-986
G18UT-21727-MONOMER    SVEN_6559        Name Match     Choline-sulfatase                                   CHOLINE-SULFATASE-RXN
G18UT-21725-MONOMER    SVEN_6557        Name Match     Sulfatase modifying factor 1                        RXN-16226
G18UT-21720-MONOMER    SVEN_6552        Name Match     Alkyl hydroperoxide reductase                       R4-RXN
G18UT-21692-MONOMER    SVEN_6525        Name Match     ATP-dependent DNA helicase                          RXN0-4261
G18UT-21661-MONOMER    SVEN_6494        Name Match     Threonine dehydratase                               RXN-15122, THREDEHYD-RXN
G18UT-21653-MONOMER    SVEN_6486        Name Match     Inositol-1-monophosphatase                          MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
G18UT-21650-MONOMER    SVEN_6483        Name Match     3-oxoacyl-[acyl-carrier protein] reductase          2.3.1.41-RXN, 3-OXOACYL-ACP-REDUCT-RXN, PYRIDOXAL-4-DEHYDROGENASE-RXN, RXN-10060, RXN-10655, RXN-10659, RXN-11476, RXN-11480, RXN-12994, RXN-13008, RXN-13443, RXN-16616, RXN-16622, RXN-16626, RXN-16630, RXN-9514, RXN-9518, RXN-9524, RXN-9528, RXN-9532, RXN-9536, RXN-9540, RXN-9552, RXN-9556, RXN-9633, RXN0-2142, RXN1G-157, RXN1G-349, RXN1G-469, RXN1G-508
G18UT-21641-MONOMER    SVEN_6475        Name Match     acyl-CoA dehydrogenase, short-chain specific        BUTYRYL-COA-DEHYDROGENASE-RXN
G18UT-21628-MONOMER    SVEN_6462        Name Match     NAD-specific glutamate dehydrogenase                GLUTAMATE-DEHYDROGENASE-RXN
G18UT-21617-MONOMER    SVEN_6451        Name Match     Squalene--hopene cyclase                            5.4.99.17-RXN
G18UT-21608-MONOMER    SVEN_6442        Name Match     CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase  PHOSPHAGLYPSYN-RXN
G18UT-21607-MONOMER    SVEN_6441        Name Match     Glycerol dehydrogenase                              GLYCDEH-RXN
G18UT-21601-MONOMER    SVEN_6435        Name Match     Isopentenyl-diphosphate delta-isomerase             IPPISOM-RXN
G18UT-21583-MONOMER    SVEN_6417        Name Match     ATP synthase                                        ATPSYN-RXN
G18UT-21576-MONOMER    SVEN_6410        Name Match     Alpha-methylacyl-CoA racemase                       5.1.99.4-RXN, RXN-9797, RXN-9845
G18UT-21557-MONOMER    SVEN_6391        Name Match     Multidrug resistance protein                        3.6.3.44-RXN
G18UT-21554-MONOMER    SVEN_6388        Name Match     Maltose-6-phosphate glucosidase                     MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
G18UT-19349-MONOMER    SVEN_4200        Name Match     Methylglutaconyl-CoA hydratase                      METHYLGLUTACONYL-COA-HYDRATASE-RXN
G18UT-19348-MONOMER    SVEN_4199        Name Match     Long-chain-fatty-acid--CoA ligase                   ACYLCOASYN-RXN, LINOLENOYL-RXN, R223-RXN, RXN-12184, RXN-12978, RXN-13290, RXN-13614, RXN-16380, RXN-16389, RXN-16393, RXN-16401, RXN-16402, RXN-16415, RXN-16418, RXN-7904, RXN-9623, RXN-9644, RXN-9673, RXN66-469, RXN66-477, RXN66-480, RXN66-483, RXN66-484
G18UT-21537-MONOMER    SVEN_6372        Name Match     Inositol-1-phosphate synthase                       MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN, RXN66-579
G18UT-21522-MONOMER    SVEN_6357        Name Match     Long-chain-fatty-acid--CoA ligase                   ACYLCOASYN-RXN, LINOLENOYL-RXN, R223-RXN, RXN-12184, RXN-12978, RXN-13290, RXN-13614, RXN-16380, RXN-16389, RXN-16393, RXN-16401, RXN-16402, RXN-16415, RXN-16418, RXN-7904, RXN-9623, RXN-9644, RXN-9673, RXN66-469, RXN66-477, RXN66-480, RXN66-483, RXN66-484
G18UT-21515-MONOMER    SVEN_6350        Name Match     Pterin-4-alpha-carbinolamine dehydratase            RXN-13908, RXN-7908
G18UT-19311-MONOMER    SVEN_4162        Name Match     Phosphoserine aminotransferase                      PSERTRANSAM-RXN, PSERTRANSAMPYR-RXN
G18UT-19307-MONOMER    SVEN_4158        Name Match     carboxymuconolactone decarboxylase                  4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
G18UT-19296-MONOMER    SVEN_4147        Name Match     ATPase                                              ATPASE-RXN
G18UT-21491-MONOMER    SVEN_6326        Name Match     NADH:flavin oxidoreductase                          RXN-9510
G18UT-21490-MONOMER    SVEN_6325        Name Match     Adenosine deaminase                                 ADDALT-RXN, ADENODEAMIN-RXN
G18UT-21488-MONOMER    SVEN_6323        Name Match     Muramoyltetrapeptide carboxypeptidase               3.4.17.13-RXN, RXN-16664, RXN0-5227
G18UT-21478-MONOMER    SVEN_6313        Name Match     Radical SAM                                         HEMN-RXN
G18UT-21469-MONOMER    SVEN_6304        Name Match     Mesaconyl-CoA hydratase                             RXN-8960
G18UT-21467-MONOMER    SVEN_6302        Name Match     Phosphatidylserine decarboxylase                    PHOSPHASERDECARB-RXN
G18UT-21466-MONOMER    SVEN_6301        Name Match     CDP-diacylglycerol--serine O-phosphatidyltransferase  PHOSPHASERSYN-RXN
G18UT-21464-MONOMER    SVEN_6299        Name Match     dTDP-glucose 4,6-dehydratase                        DTDPGLUCDEHYDRAT-RXN
G18UT-19258-MONOMER    SVEN_4109        Name Match     Methionine--tRNA ligase                             METHIONINE--TRNA-LIGASE-RXN, RXN-16165
G18UT-21449-MONOMER    SVEN_6284        Name Match     3,5-cyclic-nucleotide phosphodiesterase             3.1.4.17-RXN
G18UT-21448-MONOMER    SVEN_6283        Name Match     Sua5                                                RXN-14569
G18UT-21446-MONOMER    SVEN_6281        Name Match     inositol monophosphatase                            MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN, RXN0-5408
G18UT-21445-MONOMER    SVEN_6280        Name Match     Lipoate-protein ligase A                            RXN-17127, RXN0-1141, RXN0-5098
G18UT-21438-MONOMER    SVEN_6273        Name Match     phosphopantetheinyl transferase                     ENTDB-RXN, RXN-10994, RXN-15889
G18UT-21434-MONOMER    SVEN_6269        Name Match     4-phosphopantetheinyl transferase entD              ENTDB-RXN, RXN-15889
G18UT-19231-MONOMER    SVEN_4082        Name Match     5-methyltetrahydrofolate-- homocysteinemethyltransferase  HOMOCYSMETB12-RXN
